AverageScore
1956.50299401
1963.96806387
1968.5988024
1971.72055888
1971.81636727
1978.56287425
1977.66067864
1977.13373253
1979.88822355
1985.17365269
1985.49301397
1989.71656687
1995.0738523
1997.88423154
2001.30938124
2005.54091816
2006.32335329
2006.83433134
2009.39720559
2015.39321357
2019.52095808
2023.29740519
2027.38522954
2030.61876248
2035.17764471
2038.8742515
2045.59680639
2046.61876248
2049.15768463
2052.35928144
2053.98003992
2064.07984032
2065.05389222
2063.80838323
2066.73852295
2077.14171657
2079.39321357
2090.11576846
2098.89820359
2105.53293413
2116.26347305
2114.90618762
2123.52894212
2126.98602794
2131.84031936
2132.35129741
2133.59680639
2132.25548902
2136.31936128
2139.4251497
2143.32934132
2152.91017964
2149.35728543
2154.81037924
2157.51696607
2159.32934132
2161.89221557
2162.51497006
2162.83433134
2169.62075848
2173.68463074
2171.27345309
2175.33732535
2175.9760479
2178.21157685
2188.51097804
2190.49101796
2193.81237525
2194.24351297
2200.32734531
2202.01996008
2208.07185629
2208.11976048
2207.80838323
2210.00399202
2212.40718563
2216.23952096
2217.71656687
2218.76247505
2228.56686627
2231.4011976
2236.0239521
2239.21756487
2242.05189621
2242.36327345
2251.38522954
2253.41317365
2254.90618762
2255.0738523
2259.48902196
2262.13972056
2267.28143713
2274.61876248
2277.3493014
2276.43912176
2282.1237525
2283.249501
2286.41117764
2283.4011976
2290.2994012
2299.12175649
2299.99201597
2301.71656687
2301.83632735
2306.78642715
2315.73652695
2322.28343313
2322.25948104
2325.29341317
2332.79840319
2338.28343313
2339.73652695
2343.24151697
2344.00798403
2346.63473054
2352.95808383
2365.76447106
2373.28542914
2376.72654691
2378.59481038
2379.2255489
2388.08782435
2388.06387226
2390.0998004
2395.00998004
2397.09381238
2400.98203593
2407.65668663
2415.63273453
2415.249501
2413.38922156
2413.62075848
2414.02794411
2422.17964072
2427.67265469
2428.52694611
2431.72055888
2431.59281437
2431.64071856
2434.97804391
2441.00598802
2441.45309381
2445.54091816
2454.62674651
2457.71656687
2459.56087824
2462.81037924
2467.16966068
2471.63273453
2477.30938124
2478.57884232
2485.59680639
2484.63073852
2483.76047904
2484.71856287
2484.83832335
2485.27744511
2490.84231537
2489.74850299
2493.02195609
2497.34131737
2501.44510978
2502.17964072
2512.60678643
2516.9740519
2518.29141717
2518.86626747
2520.04790419
2528.70259481
2535.20159681
2536.16766467
2539.0499002
2541.18962076
2544.53493014
2548.95808383
2548.58283433
2548.35129741
2550.29141717
2558.85828343
2560.32734531
2559.51297405
2563.71257485
2562.20359281
2564.25548902
2568.24750499
2575.51297405
2575.48103792
2573.68463074
2579.74451098
2590.80239521
2590.71457086
2601.81237525
2600.83832335
2605.1257485
2607.16966068
2604.61477046
2610.2754491
2611.30538922
2613.46107784
2618.0758483
2622.4510978
2625.10179641
2629.38922156
2628.47105788
2628.79041916
2631.64870259
2636.55888224
2637.18962076
2645.58882236
2645.74850299
2652.12774451
2653.96407186
2656.03992016
2660.67864271
2661.70858283
2660.54291417
2661.38123752
2661.75648703
2667.76846307
2670.39520958
2669.46906188
2673.10978044
2683.38522954
2688.5988024
2690.62674651
2693.60479042
2697.49301397
2700.0
2707.60878244
2710.96207585
2709.27744511
2712.25548902
2709.73705179
2714.60279441
2716.91816367
2717.51696607
2718.02794411
2718.59481038
2718.33932136
2710.81037924
2709.11776447
2711.40918164
2704.3752495
2709.01397206
2711.2255489
2709.02195609
2714.52295409
2720.9500998
2724.65469062
2728.18363273
2728.33532934
2729.38922156
2730.69061876
2729.22954092
2729.02195609
2732.11177645
2732.1756487
2733.11776447
2731.39321357
2730.89820359
2730.93812375
2730.22754491
2733.67664671
2737.26946108
2735.65668663
2739.38522954
2738.61077844
2742.32335329
2745.25349301
2742.21157685
2745.57285429
2752.0
2749.23752495
2744.24750499
2748.5508982
2752.1756487
2755.93612774
2757.74051896
2760.74251497
2756.55888224
2759.18562874
2758.25948104
2758.32335329
2760.83832335
2762.73852295
2766.05189621
2774.72255489
2777.09381238
2777.62075848
2784.78243513
2784.63872255
2783.56087824
2788.25548902
2789.40518962
2795.72055888
2799.56886228
2798.60279441
2797.93213573
2800.71057884
2800.49500998
2804.50299401
2804.79840319
2809.40518962
2806.37924152
2809.26946108
2812.54291417
2823.38522954
2822.79441118
2825.36526946
2819.83233533
2819.4011976
2821.69261477
2822.77045908
2829.80439122
2833.17365269
2839.6007984
2839.10578842
2839.28942116
2839.81636727
2835.61676647
2840.25548902
2838.45908184
2834.23552894
2835.06586826
2836.31936128
2837.22155689
2833.94011976
2840.11976048
2842.82634731
2849.29341317
2852.71856287
2857.16566866
2859.8003992
2867.32135729
2861.86826347
2858.25948104
2857.38922156
2867.71257485
2865.42115768
2868.67864271
2875.67265469
2875.44111776
2874.75449102
2876.01596806
2873.69261477
2873.94810379
2884.69461078
2882.52295409
2882.42714571
2881.53293413
2887.0499002
2888.23952096
2888.87025948
2895.47305389
2897.85229541
2896.91816367
2898.53093812
2902.89021956
2906.96207585
2911.8243513
2911.52095808
2912.11976048
2916.750499
2927.46506986
2931.08183633
2936.0
2938.02794411
2945.68463074
2949.43712575
2952.20758483
2954.73053892
2953.31736527
2959.66467066
2956.79840319
2959.92015968
2958.25948104
2965.5249501
2966.56287425
2967.31337325
2965.16566866
2964.86227545
2966.94610778
2967.12175649
2965.46906188
2973.07784431
2973.84431138
2975.56087824
2978.33133733
2980.84630739
2984.15169661
2985.98003992
2981.59680639
2970.23552894
2974.21157685
2976.1996008
2974.33932136
2972.16766467
2970.4750499
2964.43113772
2966.31536926
2966.32335329
2971.28942116
2976.27944112
2983.87225549
2981.94810379
2988.27145709
2988.87824351
2991.36127745
2990.69061876
2992.5748503
2996.40718563
2994.61077844
2994.92215569
2999.12974052
2995.95209581
3000.04790419
3003.30538922
3003.23353293
3003.80838323
3008.82235529
3016.18363273
3014.08383234
3014.44311377
3018.37924152
3019.0499002
3020.9500998
3021.33333333
3027.75249501
3028.53493014
3032.27145709
3032.13572854
3032.3992016
3027.59281437
3024.27944112
3028.81437126
3033.04590818
3031.33732535
3035.03393214
3041.97205589
3046.95409182
3045.23752495
3043.41716567
3047.12974052
3049.13373253
3049.77245509
3048.0
3051.96806387
3055.49700599
3050.95409182
3052.43912176
3055.27345309
3055.64870259
3065.06986028
3066.79441118
3063.36926148
3061.7005988
3062.21956088
